0,"NAF1",old,"NAF2",new,Précisions sur la nature du lien,Commentaires  ,"Date 
modification","NAF 2
N liens","NAF 1
N liens",NAF 2 rang lien,NAF 1 rang lien
756,45.2Cp,Construction d'ouvrages d'art,42.99Zp,Construction d'autres ouvrages de génie civil n.c.a.,"CC : - construction d'ouvrages industriels  lourds (CPA 02 : 45.21.52)
- construction de stades et d'installations sportives de plein air (CPA 02 : 45.21.61)
- construction d'autres structures n.c.a. (CPA 02 : 45.21.64p)
NC :  construction de réservoirs, de stations d'épuration, de pompage  (CPA 02 : 45.21.64p)",,,1,1,1,5
792,45.2Cp,Construction d'ouvrages d'art,43.99Dp,Autres travaux spécialisés de construction,CA : construction de piscines non couvertes (CPA 02 : 45.21.62p) ,,,1,1,1,6
745,45.2Dp,Travaux souterrains,42.12Zp,Construction de voies ferrées de surface et souterraines,CA : travaux souterrains divers (CPA 02 : 45.21.22p),,,1,1,1,1
748,45.2Dp,Travaux souterrains,42.13B,Construction et entretien de tunnels,"CC : - construction de tunnels
NC : -  travaux souterrains divers (CPA 02 : 45.21.22p)",,,0,1,1,2
750,45.2E,Réalisation de réseaux,42.21Zp,Construction de réseaux pour fluides,"CC : réalisation de réseaux


 


",,,1,0,2,1
754,45.2F,Construction de lignes électriques et de télécommunication,42.22Zp,Construction de réseaux électriques et de télécommunications,CC : construction de lignes électriques et de télécommunication,,,1,0,2,1
785,45.2J,Travaux de couverture par éléments,43.91B,Travaux de couverture par éléments,,,,0,0,1,1
786,45.2K,Travaux d'étanchéification,43.99A,Travaux d'étanchéification,,,,0,0,1,1
784,45.2L,Travaux de charpente,43.91Ap,Travaux de charpente,,,,1,0,2,1
746,45.2N,Construction de voies ferrées,42.12Zp,Construction de voies ferrées de surface et souterraines,CC : construction de voies ferrées,,,1,0,2,1
743,45.2Pp,Construction de chaussées routières et de sols sportifs,41.20Bp,Construction d'autres bâtiments,"CA :  construction de sols sportifs ou récréatifs pour installations sportives couvertes (CPA 02 : 45.23.22p)
",,,1,1,3,1
744,45.2Pp,Construction de chaussées routières et de sols sportifs,42.11Z,Construction de routes et autoroutes,"CC : construction de routes et autoroutes
NC : - construction de sols sportifs (CPA 02 : 45.23.21)
- construction de sols récréatifs (CPA 02 : 45.23.22)
",,,0,1,1,2
757,45.2Pp,Construction de chaussées routières et de sols sportifs,42.99Zp,Construction d'autres ouvrages de génie civil n.c.a.,"CA :  construction de sols sportifs ou récréatifs pour installations  de plein air (CPA 02 : 45.23.21, .22p)
",,,1,1,2,3
751,45.2Rp,Travaux maritimes et fluviaux,42.21Zp,Construction de réseaux pour fluides,"CA : travaux de construction de réseaux d'irrigation, d'aqueducs (CPA 02 : 45.24.12p)
 ",,,1,1,3,1
755,45.2Rp,Travaux maritimes et fluviaux,42.91Z,Construction d'ouvrages maritimes et fluviaux,"CC : travaux maritimes et fluviaux
NC : travaux de construction de réseaux d'irrigation, d'aqueducs (CPA 02 : 45.24.12p)",,,0,1,1,2
793,45.2Rp,Travaux maritimes et fluviaux,43.99Dp,Autres travaux spécialisés de construction,CA : travaux sous-marins (CPA 02 : 45.24.14p),,,1,1,2,3
788,45.2T,"Levage, montage",43.99Bp,Travaux de montage de structures métalliques,,,,1,0,2,1
734,45.2Up,Autres travaux spécialisés de construction,39.00Zp,Dépollution et autres services de gestion des déchets,CA : désamiantage (CPA 02 : 45.25.62p),,,1,1,1,1
752,45.2Up,Autres travaux spécialisés de construction,42.21Zp,Construction de réseaux pour fluides,CA : forage de puits d'eau (CPA 02 : 45.25.22),,,1,1,4,2
794,45.2Up,Autres travaux spécialisés de construction,43.99Dp,Autres travaux spécialisés de construction,"CC : - réalisation de fondations spéciales (CPA 02 : 45.25.21)
- travaux spéciaux de béton (CPA 02 : 45.25.31)
- travaux de construction spécialisés divers (CPA 02 : 45.25.6)
NC : désamiantage (CPA 02 : 45.25.62p)
",,,1,1,3,3
791,45.2V,Travaux de maçonnerie générale,43.99Cp,Travaux de maçonnerie générale et gros œuvre de bâtiment,,,,1,0,3,1
763,45.3Ap,Travaux d'installation électrique,43.21A,Travaux d'installation électrique dans tous locaux,"CC : - installation électrique dans tous locaux
NC : - installation d'ascenseurs (CPA 02 : 45.31.30)
-  installation de systèmes d'alarme et surveillance non dissociés (CPA : 45.31.21p et 45.31.22p)
- systèmes de programmation et de contrôle pour le  chauffage central électrique  (CPA 02 : 45.31.42p)
",,,0,1,1,1
766,45.3Ap,Travaux d'installation électrique,43.22Bp,Travaux d' installation d'équipements thermiques et de climatisation,CA : systèmes de programmation et de contrôle pour le  chauffage central électrique  (CPA 02 : 45.31.42p),,,1,1,1,2
770,45.3Ap,Travaux d'installation électrique,43.29Bp,Autres travaux d'installation n.c.a.,"CA : installation d'ascenseurs (CPA 02 : 45.31.30)
NC :  installation de systèmes d'alarme et surveillance non dissociés (CPA : 45.31.21p et 45.31.22p)",,,1,1,2,3
1162,45.3Ap,Travaux d'installation électrique ,80.20Zp,Activités liées aux systèmes de sécurité ,CA :  installation de systèmes d'alarme et surveillance non dissociés (CPA : 45.31.21p et 45.31.22p),,,1,1,1,4
768,45.3C,Travaux d'isolation,43.29A,Travaux d'isolation,,,,0,0,1,1
765,45.3E,Installation d'eau et de gaz,43.22A,Travaux d'installation d'eau et de gaz en tous locaux,,,,0,0,1,1
767,45.3F,Installation d'équipements thermiques et de climatisation,43.22Bp,Travaux d' installation d'équipements thermiques et de climatisation,,,,1,0,2,1
764,45.3Hp,Autres travaux d'installation,43.21B,Travaux d'installation électrique sur la voie publique,"CC : - installation électrique sur la voie publique
NC : - montage de clôtures et grilles (CPA 02 : 45.34.10)
- travaux d'installation de stores et bannes (CPA 02 : 45.34.31)
- travaux d'installation n.c.a.(CPA 02 : 45.34.32)",,,0,1,1,1
771,45.3Hp,Autres travaux d'installation,43.29Bp,Autres travaux d'installation n.c.a.,"CC : - montage de clôtures et grilles (CPA 02 : 45.34.10)
- travaux d'installation de stores et bannes (CPA 02 : 45.34.31)
- travaux d'installation n.c.a.(CPA 02 : 45.34.32)
",,,1,1,3,2
772,45.4A,Plâtrerie,43.31Z,Travaux de plâtrerie,,,,0,0,1,1
775,45.4C,Menuiserie bois et matières plastiques,43.32Ap,Travaux de menuiserie bois et PVC,,,,1,0,3,1
777,45.4D,Menuiserie métallique ; serrurerie,43.32Bp,Travaux de menuiserie métallique et serrurerie,,,,1,0,2,1
779,45.4F,Revêtement des sols et des murs,43.33Z,Travaux de revêtement des sols et des murs,,,,0,0,1,1
780,45.4H,"Miroiterie de bâtiment, vitrerie",43.34Zp,Travaux de peinture et vitrerie,,,,1,0,1,1
781,45.4J,Peinture,43.34Zp,Travaux de peinture et vitrerie,,,,1,0,2,1
778,45.4L,Agencement de lieux de vente,43.32C,Agencement de lieux de vente,,,,0,0,1,1
782,45.4Mp,Travaux de finition n.c.a.,43.39Z,Autres travaux de finition ,"CC: tout sauf NC
NC :-  installation de piscines de résidence (CPA 02 : 45.45.13p)
- nettoyage de façades (CPA 02 : 45.45.12p)",,,0,1,1,1
795,45.4Mp,Travaux de finition n.c.a.,43.99Dp,Autres travaux spécialisés de construction,"CA : -  installation de piscines de résidence (CPA 02 : 45.45.13p) 
 - nettoyage de façades (CPA 02 : 45.45.12p)
",,,1,1,4,2
796,45.5Z,Location avec opérateur de matériel de construction,43.99E,Location avec opérateur de matériel de construction,"CC : location avec opérateur de matériel de construction, ne pouvant être attribué à un service spécifique de construction  (CPA 02 : 45.50.10p)
NC : location avec opérateur de matériel de construction, pouvant être attribué à un service spécifique de construction  (CPA 02 : 45.50.10p), voir poste de la section F approprié",,,0,0,1,1
797,50.1Zp,Commerce de véhicules automobiles,45.11Z,Commerce de voitures et de véhicules automobiles légers,"Tout sauf NC
NC : suppression de la convention affectant en commerce les unités effectuant également l'entretien et la réparation de  véhicules automobiles",,,0,1,1,1
798,50.1Zp,Commerce de véhicules automobiles,45.19Z,Commerce d'autres véhicules automobiles,"Tout sauf NC
NC : suppression de la convention affectant en commerce les unités effectuant également l'entretien et la réparation de  véhicules automobiles",,,0,1,1,2
799,50.1Zp,Commerce de véhicules automobiles,45.20Ap,Entretien et réparation de véhicules automobiles légers,CA : suppression de la convention affectant en commerce les unités effectuant également l'entretien et la réparation de  véhicules automobiles,,,1,1,1,3
801,50.1Zp,Commerce de véhicules automobiles,45.20Bp,Entretien et réparation d'autres véhicules automobiles,CA : suppression de la convention affectant en commerce les unités effectuant également l'entretien et la réparation de  véhicules automobiles,,,1,1,1,4
800,50.2Zp,Entretien et réparation de véhicules automobiles,45.20Ap,Entretien et réparation de véhicules automobiles légers,"CC : tout sauf NC                                                                                    
NC : assistance et remorquage de véhicules automobiles (CPA 02 : 50.20.32p)                                                                              ",,,1,1,2,1
802,50.2Zp,Entretien et réparation de véhicules automobiles,45.20Bp,Entretien et réparation d'autres véhicules automobiles,"CC : tout sauf NC                                                                                    
NC : assistance et remorquage de véhicules automobiles (CPA 02 : 50.20.32p)                                                                              ",,,1,1,2,2
967,50.2Zp,Entretien et réparation de véhicules automobiles,52.21Zp,Services auxiliaires des transports terrestres,CA : assistance et remorquage de véhicules automobiles (CPA 02 : 50.20.32p),,,1,1,1,3
803,50.3A,Commerce de gros d'équipements automobiles,45.31Z,Commerce de gros d'équipements automobiles,,,,0,0,1,1
804,50.3B,Commerce de détail d'équipements automobiles,45.32Z,Commerce de détail d'équipements automobiles,,,,0,0,1,1
805,50.4Z,Commerce et réparation de motocycles,45.40Z,Commerce et réparation de motocycles,,,,0,0,1,1
896,50.5Z,Commerce de détail de carburants,47.30Z,Commerce de détail de carburants en magasin spécialisé,,,,0,0,1,1
806,51.1A,"Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et demi-produits",46.11Z,"Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis",,,,0,0,1,1
808,51.1C,"Intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques",46.12B,"Autres intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques",,,,0,0,1,1
809,51.1E,Intermédiaires du commerce en bois et matériaux de construction,46.13Z,Intermédiaires du commerce en bois et matériaux de construction,,,,0,0,1,1
810,51.1G,"Intermédiaires du commerce en machines, équipements industriels, navires et avions",46.14Z,"Intermédiaires du commerce en machines, équipements industriels, navires et avions",,,,0,0,1,1
811,51.1J,"Intermédiaires du commerce en meubles, articles de ménage et quincaillerie",46.15Z,"Intermédiaires du commerce en meubles, articles de ménage et quincaillerie",,,,0,0,1,1
812,51.1L,"Intermédiaires du commerce en textiles, habillement, chaussures et articles en cuir",46.16Z,"Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir",,,,0,0,1,1
814,51.1N,Intermédiaires du commerce en produits alimentaires,46.17B,"Autres intermédiaires du commerce en denrées, boissons et tabac",,,,0,0,1,1
813,51.1P,Centrales d'achats alimentaires,46.17A,Centrales d'achat alimentaires,,,,0,0,1,1
815,51.1R,Autres intermédiaires spécialisés du commerce,46.18Z,Intermédiaires spécialisés dans le commerce d'autres produits spécifiques,,,,0,0,1,1
817,51.1T,Intermédiaires non spécialisés du commerce,46.19B,Autres intermédiaires du commerce en produits divers,,,,0,0,1,1
807,51.1Up,Centrales d'achats non alimentaires,46.12A,Centrales d'achat de carburant,CA : centrales d'achats de carburant,,,0,1,1,1
816,51.1Up,Centrales d'achats non alimentaires,46.19A,Centrales d'achat non alimentaires,"CC : tout sauf NC
NC : centrales d'achats de carburant ",,,0,1,1,2
818,51.2A,Commerce de gros de céréales et aliments pour le bétail,46.21Zp,"Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail ",,,,1,0,1,1
820,51.2C,Commerce de gros de fleurs et plantes,46.22Z,Commerce de gros (commerce interentreprises) de fleurs et plantes,,,,0,0,1,1
821,51.2E,Commerce de gros d'animaux vivants,46.23Z,Commerce de gros (commerce interentreprises) d'animaux vivants,,,,0,0,1,1
822,51.2G,Commerce de gros de cuirs et peaux,46.24Z,Commerce de gros (commerce interentreprises) de cuirs et peaux,,,,0,0,1,1
819,51.2J,Commerce de gros de tabac non manufacturé,46.21Zp,"Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail ",,,,1,0,2,1
108,51.3Ap,Commerce de gros de fruits et légumes,10.39Ap,Autre transformation et conservation de légumes,"CA : préparation des légumes de la 4ème gamme (épluchage, assortiment, conditionnement, y compris en atmosphère sans oxygène), pour compte propre",,,1,1,3,1
111,51.3Ap,Commerce de gros de fruits et légumes,10.39Bp,Transformation et conservation de fruits,"CA : préparation des fruits de la 4ème gamme (épluchage, assortiment et conditionnement pour la vente, y compris en atmosphère sans oxygène), pour compte propre",,,1,1,3,2
823,51.3Ap,Commerce de gros de fruits et légumes,46.31Z,Commerce de gros (commerce interentreprises) de fruits et légumes,"CC : tout sauf NC
NC : préparation des fruits et légumes de la 4ème gamme (épluchage, assortiment, conditionnement, y compris en atmosphère sans oxygène), pour compte propre",,,0,1,1,3
824,51.3C,Commerce de gros de viandes de boucherie,46.32A,Commerce de gros (commerce interentreprises) de viandes de boucherie,,,,0,0,1,1
825,51.3D,Commerce de gros de produits à base de viande,46.32B,Commerce de gros (commerce interentreprises) de produits à base de viande,,,,0,0,1,1
826,51.3E,Commerce de gros de volailles et gibiers,46.32C,Commerce de gros (commerce interentreprises) de volailles et gibier,,,,0,0,1,1
827,51.3G,"Commerce de gros de produits laitiers, œufs, huiles",46.33Z,"Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles",,,,0,0,1,1
156,51.3Jp,Commerce de gros de boissons,11.01Zp,Production de boissons alcooliques distillées,CA : traitements œnologiques de spiritueux associés au commerce de gros (la mise en bouteille et l'étiquetage n'étant pas prépondérants),,,1,1,4,1
159,51.3Jp,Commerce de gros de boissons,11.02Ap,Fabrication de vins effervescents,CA : traitements œnologiques de vins effervescents associés au commerce de gros (la mise en bouteille et l'étiquetage n'étant pas prépondérants),,,1,1,3,2
162,51.3Jp,Commerce de gros de boissons,11.02Bp,Vinification,CA : traitements œnologiques de vins non effervescents associés au commerce de gros (la mise en bouteille et l'étiquetage n'étant pas prépondérants),,,1,1,3,3
828,51.3Jp,Commerce de gros de boissons,46.34Z,Commerce de gros (commerce interentreprises) de boissons,"CC : tout sauf NC
NC : traitements œnologiques associés au commerce de gros (la mise en bouteille et l'étiquetage n'étant pas prépondérants)",,,0,1,1,4
829,51.3L,Commerce de gros de tabac,46.35Z,Commerce de gros (commerce interentreprises) de produits à base de tabac,,,,0,0,1,1
830,51.3N,"Commerce de gros  de sucre, chocolat et confiserie",46.36Z,"Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie",,,,0,0,1,1
831,51.3Q,"Commerce de gros de café, thé, cacao et épices",46.37Z,"Commerce de gros (commerce interentreprises) de café, thé, cacao et épices",,,,0,0,1,1
832,51.3S,"Commerce de gros de poissons, crustacés et mollusques",46.38A,"Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques",,,,0,0,1,1
833,51.3T,Commerces de gros alimentaires spécialisés divers,46.38B,Commerce de gros (commerce interentreprises) alimentaire spécialisé divers,,,,0,0,1,1
834,51.3V,Commerce de gros de produits surgelés,46.39A,Commerce de gros (commerce interentreprises) de produits surgelés,,,,0,0,1,1
835,51.3W,Commerce de gros alimentaire non spécialisé,46.39B,Commerce de gros (commerce interentreprises) alimentaire non spécialisé,,,,0,0,1,1
836,51.4A,Commerce de gros de textiles,46.41Z,Commerce de gros (commerce interentreprises) de textiles,,,,0,0,1,1
